,attributes,price,status,adress,lat,lon
345, 280 m² construidos | 3 recs. ,"1,548,293",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
346, 190 m² construidos | 6 recs. ,"4,500,000",Casa en venta , Ampliación San Juan de Aragón - Gustavo A. Madero - Distrito Federal ,19.4753714,-99.1048072
347, 190 m² construidos | 4 recs. ,"1,235,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
348, 168 m² construidos | 4 recs. ,"1,842,128",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
349, 260 m² construidos | 3 recs. ,"1,435,167",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
350, 272 m² construidos | 4 recs. ,"4,980,000",Casa en venta , CALLE 604 115 - San Juan De Aragón 5a Secc. - Gustavo A. Madero - Distrito Federal ,19.4510633,-99.0657011
351, 370 m² construidos | 5 recs. ,"6,245,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
352, 252 m² construidos | 4 recs. ,"1,058,000",Casa en venta , BONAO 120 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.5017617,-99.1297208
353, 180 m² construidos | 3 recs. ,"1,340,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
354, 200 m² construidos | 4 recs. ,"2,600,000",Casa en venta , 625 0 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,19.4533198,-99.0648325
355, 184 m² construidos | 4 recs. ,"3,100,000",Casa en venta , Cerrada Atoyac - San Pedro Zacatenco - Gustavo A. Madero - Distrito Federal ,19.5023548,-99.1190011
356, 529 m² construidos | 4 recs. ,"12,500,000",Casa en venta , Lindavista - Gustavo A. Madero - Distrito Federal ,19.5037694,-99.1324282
357, 250 m² construidos | 3 recs. ,"9,000,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.494112,-99.1276295
358, 148 m² construidos | 3 recs. ,"564,000",Casa en venta , CAMINO A LA ENSEÑANZA 00 - Campestre Aragón - Gustavo A. Madero - Distrito Federal ,19.4842063,-99.0802275
359, 180 m² construidos | 4 recs. ,"3,980,000",Casa en venta , Avenida del Tepeyac - Industrial - Gustavo A. Madero - Distrito Federal ,19.474166,-99.1240759
360, 342 m² construidos | 4 recs. ,"8,200,000",Casa en venta , Paranagua - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,19.50549,-99.1265733
361, 260 m² construidos | 5 recs. ,"9,200,000",Casa en venta , Guanabara 47 - Torres Lindavista - Gustavo A. Madero - Distrito Federal ,19.5094197,-99.1464891
362, 80 m² construidos | 2 recs. ,"2,000,000",Casa en venta , Av. 593 80 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,19.4530752,-99.0729104
363, 259 m² construidos | 3 recs. ,"5,500,000",Casa en venta , Col. Industrial 0 - Industrial - Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
364, 140 m² construidos | 3 recs. ,"2,160,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
365, 360 m² construidos | 4 recs. ,"3,000,000",Casa en venta , Avenida 508 20 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,19.462765,-99.0929339
366, 41 m² construidos | 1 rec. ,"1,180,000",Casa en venta , Av Ferrocarril Hidalgo - Santiago Atzacoalco - Gustavo A. Madero - Distrito Federal ,19.4946796,-99.0965312
367, 175 m² construidos | 4 recs. ,"5,900,000",Casa en venta , Bonao 0 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.5011203,-99.1298228
368, 500 m² construidos | 4 recs. ,"970,164",Casa en venta , MOLLENDO 984 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.498681,-99.1253849
369, 270 m² construidos | 3 recs. ,"1,675,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
370, 400 m² construidos | 4 recs. ,"991,298",Casa en venta , SOLOLÁ 564 - Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,19.4881653,-99.1417121
371, 160 m² construidos | 3 recs. ,"596,000",Casa en venta , CALLE 313 29 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4890573,-99.0896753
372, 180 m² construidos | 5 recs. ,"647,000",Casa en venta , SALVADOR CARRILLO 7 - C.T.M. Atzacoalco - Gustavo A. Madero - Distrito Federal ,19.5076219,-99.1056927
373, 358 m² construidos | 3 recs. ,"8,100,000",Casa en venta , oruro 43 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4909438,-99.128248
374, 150 m² construidos | 3 recs. ,"596,000",Casa en venta , 313 00 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4881312,-99.0900856
375, 90 m² construidos | 3 recs. ,"1,206,168",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
376, 150 m² construidos | 3 recs. ,"1,581,317",Casa en venta , VILLA DE ARAGON 00 - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,19.461667,-99.0613127
377, 240 m² construidos | 3 recs. ,"7,700,000",Casa en venta , RAMIRIQUI 1035 - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,19.5023991,-99.1260624
378, 205 m² construidos | 4 recs. ,"3,550,000",Casa en venta , Norte 70A 0 - La Joya - Gustavo A. Madero - Distrito Federal ,19.4580973,-99.1103251
379, 144 m² construidos | 4 recs. ,"2,000,000",Casa en venta , SEGUNDA CERRADA 697 8 - Colonia C.T.M. Aragón - Gustavo A. Madero - Distrito Federal ,19.4547613,-99.054297
380, 180 m² construidos | 4 recs. ,"1,055,602",Casa en venta , VOLCAN JORULLO 8 - La Pradera - Gustavo A. Madero - Distrito Federal ,19.4737677,-99.068696
381, 402 m² construidos | 3 recs. ,"12,500,000",Casa en venta , AVENIDA LINDAVISTA - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4928937,-99.1262341
382, 570 m² construidos | 4 recs. ,"4,480,000",Casa en venta , Arequipa 831 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,19.4903572,-99.1226581
383, 220 m² construidos | 4 recs. ,"3,175,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
384, 130 m² construidos | 3 recs. ,"596,000",Casa en venta , 313 0 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4881312,-99.0900856
385, 300 m² construidos | 3 recs. ,"6,500,000",Casa en venta , SOLOLA 0 - Valle Del Tepeyac - Gustavo A. Madero - Distrito Federal ,19.4895271,-99.1413047
386, 96 m² construidos | 3 recs. ,"3,305,667",Casa en venta , Chiclayo 967 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4971922,-99.1245386
387, 195 m² construidos | 3 recs. ,"647,008",Casa en venta , Salvador Carrillo 77 - C.T.M. Atzacoalco - Gustavo A. Madero - Distrito Federal ,19.5102208,-99.1044236
388, 261 m² construidos | 9 recs. ,"2,500,000",Casa en venta , Acoltzin - Santa Isabel Tola - Gustavo A. Madero - Distrito Federal ,19.494325,-99.1161706
389, 124 m² construidos | 5 recs. ,"735,647",Casa en venta , Norte 50 00 - La Joyita - Gustavo A. Madero - Distrito Federal ,19.4653472,-99.1167523
390, 63 m² construidos | 3 recs. ,"1,850,000",Casa en venta , Cerrada de Nautla - Ampliación Casas Alemán - Gustavo A. Madero - Distrito Federal ,19.4760791,-99.0817495
391, 100 m² construidos | 3 recs. ,"3,212,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
392, 223 m² construidos | 4 recs. ,"2,970,000",Casa en venta , norte 9 6109 - Gertrudis Sánchez 2a Secc. - Gustavo A. Madero - Distrito Federal ,19.4262521,-99.0980913
393, 230 m² construidos | 3 recs. ,"2,791,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
394, 140 m² construidos | 3 recs. ,"2,400,000",Casa en venta , juan de brizuela 13 - Palmatitla - Gustavo A. Madero - Distrito Federal ,19.550903,-99.1334781
395, 299 m² construidos | 5 recs. ,"8,100,000",Casa en venta , PARANAGUA 0 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.50549,-99.1265733
396, 184 m² construidos | 3 recs. ,"1,643,800",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
397, 750 m² construidos | 6 recs. ,"3,100,000",Casa en venta , CALI 1 - Lindavista - Gustavo A. Madero - Distrito Federal ,19.4891269,-99.1248855
398, 280 m² construidos | 4 recs. ,"914,986",Casa en venta , CALLE 15 DE MAYO 32 - Planetario Lindavista - Gustavo A. Madero - Distrito Federal ,19.4959362,-99.1420713
399, 278 m² construidos | 3 recs. ,"1,903,273",Casa en venta , Gustavo A. Madero - Distrito Federal ,19.4873329,-99.1236134
400, 130 m² construidos | 3 recs. ,"596,000",Casa en venta , 313 0 - El Coyol - Gustavo A. Madero - Distrito Federal ,19.4881312,-99.0900856
401, 220 m² construidos | 3 recs. ,"2,000,000",Casa en venta , gladiola 00 - Juan González Romero - Gustavo A. Madero - Distrito Federal ,19.5064898,-99.0899677
