attributes,price,status,adress,link
 171 m² construidos | 3 recs. ,"1,850,000",Casa en venta , Calle 637 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828308469-casa-en-venta-remate-bancario-en-col-san-juan-de-aragon-gustavo-a-madero-_JM#position=39&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 718 m² construidos | 3 recs. ,"8,750,000",Casa en venta , Wilfrido Massieu 418 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-845367871-hermosa-casa-3-recamaras-lindavista-_JM#position=40&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 80 m² construidos | 3 habs. ,"2,750,000",Casa en venta , Valparaíso 153 - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-783586246-venta-de-departamento-lindavista-tepeyac-gustavo-a-madero-_JM#position=41&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 250 m² construidos | 3 recs. ,"1,250,000",Casa en venta , 615 117 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-829820934-hermosa-casa-a-7-calles-del-metro-deportivo-oceania-_JM#position=42&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 475 m² construidos | 4 recs. ,"9,000,000",Casa en venta , Managua - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793810513-vive-en-la-mejor-colonia-de-la-gustavo-a-madero-_JM#position=43&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 428 m² construidos | 4 habs. ,"9,800,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-814500771-casa-venta-lindavista-9800000-ricava-rj2-_JM#position=44&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 368 m² construidos | 5 recs. ,"10,950,000",Casa en venta , Caracas 84 - Torres Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-815506882-torres-lindavista-venta-casa-hermosa-_JM#position=45&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 430 m² construidos | 4 recs. ,"12,000,000",Casa en venta ," Managua, Lindavista, Gustavo A Madero 851 - Lindavista - Gustavo A. Madero - Distrito Federal ",https://casa.metroscubicos.com/MLM-831670161-lindavista-casa-en-venta-4-recamaras-jardin-_JM#position=46&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 165 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Calle 1505 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-828311547-casa-en-venta-remate-bancario-en-col-san-juan-de-aragon-gustavo-a-madero-_JM#position=47&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 241 m² construidos | 3 recs. ,"8,500,000",Casa en venta , Pisagua - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-806569253-lujosa-y-acogedora-casa-en-la-zona-de-lindavista-_JM#position=48&type=item&tracking_id=8e97fa26-878c-4925-b938-5c9cc3f7804a
 165 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Calle 1505 45 - San Juan De Aragón 5a Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-773952184-remate-casa-3-recamaras-en-san-juan-de-aragon-5-secc-_JM#position=1&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 617 m² construidos ,"7,980,000",Casa en venta , Fundidora de Monterrey 213 - Industrial - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-794676591-casa-en-venta-en-la-colonia-industrial-_JM#position=2&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 311 m² construidos | 4 recs. ,"6,700,000",Casa en venta , LindaVista - La Escalera - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-809185463-casa-en-venta-lindavista-la-escalera-gustavo-a-madero-cdmx-_JM#position=3&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 200 m² construidos | 5 recs. ,"3,495,000",Casa en venta , Primera Cerrada de Manati 8-1 - San Pedro Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-808890307-casa-en-venta-excelente-oportunidad-de-inversion-_JM#position=4&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 270 m² construidos | 3 recs. ,"4,899,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-843070165-seguridad-exclusividad-y-belleza-en-la-mejor-casa-con-jardi-_JM#position=5&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 450 m² construidos | 3 recs. ,"15,600,000",Casa en venta , arequipa 884 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-831601480-casa-en-venta-lindavista-_JM#position=6&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 198 m² construidos | 6 recs. ,"5,270,000",Casa en venta , Industrial - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-844628090-venta-casa-en-la-colonia-industrial-inmejorable-precio-_JM#position=7&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 570 m² construidos | 4 recs. ,"4,480,000",Casa en venta , Arequipa 831 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-847977357-casa-de-recuperacion-hipotecaria-col-lindavista-norte-_JM#position=8&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 440 m² construidos | 4 recs. ,"23,000,000",Casa en venta , Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-851410239-rcv-1992-residencia-en-venta-colonia-lindavista-en-gustavo-a-madero-_JM#position=9&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 146 m² construidos | 7 recs. ,"3,350,000",Casa en venta , Industria - Triunfo De La República - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793844790-casa-en-venta-_JM#position=10&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 240 m² construidos | 3 recs. ,"6,600,000",Casa en venta , managua 788 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-831601483-casa-en-venta-lindavista-_JM#position=11&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 304 m² construidos | 6 recs. ,"8,500,000",Casa en venta , Latacunga 899 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-812287257-excelente-residencia-totalmente-remodelada-con-acabados-de-lujo-en-lindavista-_JM#position=12&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 360 m² construidos | 4 recs. ,"3,000,000",Casa en venta , Avenida 508 20 - San Juan De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-765940754-remate-casa-4-recamaras-en-san-juan-de-aragon-_JM#position=13&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 594 m² construidos | 4 recs. ,"18,500,000",Casa en venta , Cali 700 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-811348950-vendo-casa-en-amplio-terreno-800mts-en-lindavista-dy-_JM#position=14&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 185 m² construidos | 4 recs. ,"2,495,000",Casa en venta , Brasilia 318 - San Pedro Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793835248-casa-de-3-niveles-en-san-pedro-zacatenco-_JM#position=15&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 260 m² construidos | 3 recs. ,"6,430,000",Casa en venta , Callao - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-825097577-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=16&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 200 m² construidos | 3 recs. ,"3,650,000",Casa en venta , Ampliación Progreso Nacional - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-860235919-casa-en-venta-en-ampliacion-progreso-nacional-gam-_JM#position=17&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 80 m² construidos | 3 recs. ,"13,500",Casa en venta , Valparaíso 153 - Tepeyac Insurgentes - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-843529431-renta-de-departamento-lindavista-tepeyac-gustavo-a-madero-_JM#position=18&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 200 m² construidos | 4 recs. ,"618,978",Casa en venta , CALLE 623 50 - San Juan de Aragón IV Sección - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-849109412-remato-casa-en-bosque-de-aragon-urge-remate-bancario-hb-_JM#position=19&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 110 m² construidos | 3 recs. ,"1,400,000",Casa en venta , Calle 641 235 - San Juan de Aragón V Sección - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-784272738-remate-casa-3-recamaras-san-juan-de-aragon-_JM#position=20&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 709 m² construidos | 5 recs. ,"15,000,000",Casa en venta , Manta 714 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-846770473-casa-con-uso-de-suelo-col-lindavista-sur-_JM#position=21&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 350 m² construidos | 4 recs. ,"6,400,000",Casa en venta , Pernambuco - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-826933111-casa-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM#position=22&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 350 m² construidos | 5 recs. ,"2,700,000",Casa en venta , ZORROS 33 - Otros - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793649446-casa-5-recamaras-lomas-de-lindavista-recuperacin-bancara-_JM#position=23&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 600 m² construidos | 5 recs. ,"8,300,000",Casa en venta , Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-843403756-increible-casa-con-gran-salon-de-eventos-muy-amplios-espacio-_JM#position=24&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 349 m² construidos | 4 recs. ,"8,500,000",Casa en venta , Manizales - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-848588738-rcv-1769-casa-en-venta-colonia-lindavista-en-gustavo-a-madero-_JM#position=25&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 140 m² construidos | 3 recs. ,"2,160,000",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852198246-casa-en-santa-isabel-tola-mx20-jm0315-_JM#position=26&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 687 m² construidos | 6 recs. ,"20,000,000",Casa en venta , MATANZAS 760 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793838236-residencia-adaptada-para-kinder-_JM#position=27&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 328 m² construidos | 4 recs. ,"5,650,000",Casa en venta , Pisco - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-813998625-casa-en-venta-en-lindavista-gustavo-a-madero-_JM#position=28&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 456 m² construidos | 5 recs. ,"14,900,000",Casa en venta , Quito 1 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-869991066-hermosa-casa-en-venta-en-lindavista-_JM#position=29&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 133 m² construidos | 3 recs. ,"718,330",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852468004-casa-en-san-juan-de-aragon-mx20-jq7360-_JM#position=30&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 514 m² construidos | 8 recs. ,"10,990,000",Casa en venta , Salaverry 877 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-796454674-en-el-corazon-de-lindavista-casa-de-dos-niveles-un-departamento-amplio-en-cada-nivel-_JM#position=31&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 294 m² construidos | 5 recs. ,"4,200,000",Casa en venta , Debussy - Guadalupe Victoria - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793847323-casa-en-venta-colonia-guadalupe-victoria-alcaldia-gustavo-a-madero-_JM#position=32&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 116 m² construidos | 5 recs. ,"2,300,000",Casa en venta , VOLCAN CHACAGUA 2 - Pradera II Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-866169236-amplia-casa-ubicada-a-dos-cuadras-del-metrobus-comercios-_JM#position=33&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 80 m² construidos | 2 recs. ,"2,000,000",Casa en venta , Avenida 593 90 - San Juan De Aragón 3a Secc. - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-784275839-remate-casa-2-recamaras-col-san-juan-de-aragon-_JM#position=34&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 309 m² construidos | 4 recs. ,"1,250,000",Casa en venta , MANAGUA 730 - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-831348904-preciosa-casa-de-tres-niveles-en-remate-bancario-dss-_JM#position=35&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 562 m² construidos ,"25,000,000",Casa en venta , 5 de mayo villa gustavo a. madero - Villa Gustavo A. Madero - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-792913251-en-venta-casa-estilo-colonial-cerca-de-la-basilica-_JM#position=36&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 220 m² construidos | 4 recs. ,"1,370,020",Casa en venta , CHICLAYO 0 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852407345-aprovecha-remato-casa-en-lindavista-dh-_JM#position=37&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 320 m² construidos | 7 recs. ,"3,840,000",Casa en venta , CANTERA ALFONSA 507 - Arboledas De Cuautepec El Alto - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-793817280-casa-en-venta-col-cuautepec-gustavo-a-madero-_JM#position=38&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 116 m² construidos | 2 recs. ,"1,800,000",Casa en venta , NORTE 17 5010 - Magdalena De Las Salinas - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-785221724-remate-casa-de-2-recamaras-col-magdalena-de-salinas-_JM#position=39&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 295 m² construidos | 3 recs. ,"11,050,000",Casa en venta , SAN JUAN PUERTO RICO - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-812835913-excelente-residencia-en-la-col-residencial-zacatenco-_JM#position=40&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 590 m² construidos | 4 recs. ,"18,500,000",Casa en venta , insurgentes 1990 - Lindavista Norte - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-811348944-casa-en-venta-en-lindavista-norte-con-jardin-_JM#position=41&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 590 m² construidos | 4 recs. ,"18,500,000",Casa en venta , cali 00 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-811343547-casa-en-venta-con-jardin-colonia-lindavista-cb-_JM#position=42&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 263 m² construidos | 4 recs. ,"4,950,000",Casa en venta , Villa Cuitlahuac 23 - Villa De Aragón - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-801422856-exclusiva-propiedad-en-privada-en-villa-de-aragon--_JM#position=43&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 674 m² construidos | 4 recs. ,"13,500,000",Casa en venta , San Juan de Puerto Rico 1208 - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-822002581-residencia-en-venta-dentro-de-residencial-zacatenco-cdmx-_JM#position=44&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 300 m² construidos | 2 recs. ,"6,000,000",Casa en venta , Congreso de la Unión - Mártires De Río Blanco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-813772359-casa-en-venta-en-martires-de-rio-blanco-gustavo-a-madero-rcv-4072-_JM#position=45&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 320 m² construidos | 3 recs. ,"2,285,564",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852186856-casa-en-acueducto-de-guadalupe-mx20-jj6579-_JM#position=46&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 125 m² construidos | 3 recs. ,"2,600,000",Casa en venta , Calle 1505 50 - San Juan de Aragón VI Sección - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-784268896-remate-casa-3-recamaras-col-san-juan-de-aragon-_JM#position=47&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 171 m² construidos | 3 recs. ,"1,850,000",Casa en venta , Calle 637 70 - San Juan de Aragón V Sección - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-784275832-remate-casa-3-recamaras-col-san-juan-de-aragon-_JM#position=48&type=item&tracking_id=4251de95-2e57-4694-a28c-46a4dd98bc30
 399 m² construidos | 10 recs. ,"7,800,000",Casa en venta , FRANCISCO TAMAGNO - Vallejo - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-808300086-venta-casa-en-vallejo-con-6-departamentos-_JM#position=1&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 370 m² construidos | 4 recs. ,"5,400,000",Casa en venta , Paranagua 217 - Lindavista - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-788944285-remate-hermosa-casa-4-recamaras-en-excelente-zonalindavista-_JM#position=2&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 91 m² construidos | 3 recs. ,"3,600,000",Casa en venta , Avenida Acueducto - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-834181399-pre-venta-de-departamento-en-residencial-zacatenco-gustavo-a-madero-_JM#position=3&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 200 m² construidos | 3 recs. ,"4,000,000",Casa en venta , Estrella - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-839816087-casa-en-estrella-_JM#position=4&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 371 m² construidos | 3 recs. ,"4,800,364",Casa en venta , Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-852194153-casa-en-lindavista-norte-mx20-jj6428-_JM#position=5&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 365 m² construidos | 6 recs. ,"9,900,000",Casa en venta , Cienfuegos - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-851388857-cienfuegos-lindavista-sur-_JM#position=6&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 280 m² construidos | 3 recs. ,"9,150,000",Casa en venta , Wilfrido Massieu - Lindavista Sur - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-839543007-casa-en-lindavista-sur-_JM#position=7&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
 234 m² construidos | 3 recs. ,"6,500,000",Casa en venta , MANIZALES - Residencial Zacatenco - Gustavo A. Madero - Distrito Federal ,https://casa.metroscubicos.com/MLM-792941406-casa-en-venta-en-gustavo-a-madero-manizales-_JM#position=8&type=item&tracking_id=1af3a927-2a24-4e22-b32b-111ff0b3f180
